id,word,moe_level,kk_phonetics,definition_zh,example_sentence,sentence_zh,cefr_level,grammar_pattern,word_count,subject_type,source,reviewed,notes
7079,insider,,'ɪnsaɪdɚ,(名) 內部人士；知情人　(形) 內部的；機密的,Company executives hired an insider to help analyze competitors' strategies.,公司高管聘請一位內部人士來幫助分析競爭對手的策略。,B1,infinitive_purpose,12,noun,Claude AI,,
7080,insidious,,ɪn'sɪdʒəs,(形) 隱伏的；暗中危害的；陰險的,"Insidious diseases spread quietly without obvious symptoms, making early detection difficult.",隱伏性疾病悄悄蔓延，沒有明顯症狀，使得早期發現很困難。,B2,compound,13,disease/phenomenon,Claude AI,,
7081,insight,5,'ɪnsaɪt,(名) 洞察；領悟；深刻的理解,Reading this novel gave me insight into why teenagers often feel misunderstood.,閱讀這部小說使我對青少年為何經常感到被誤解有了深刻的理解。,B1,simple,12,gerund,Claude AI,,
7082,insightful,,ɪn'saɪtfəl,(形) 富有洞察力的；深刻的；聰慧的,"Because the article is insightful, many students find it helpful for understanding social issues.",因為這篇文章很有洞察力，許多學生覺得它有助於理解社會議題。,B1,adv_clause,12,noun (article),Claude AI,,
7083,insignificant,,ɪn'sɪgnɪfɪkənt,(形) 微不足道的；不重要的；細小的,"Lacking proper research methods, the study's findings proved insignificant in the medical field.",缺乏適當研究方法，該研究的發現在醫學領域微不足道。,B1,participial,12,noun,Claude AI,,
7084,insinuate,,ɪn'sɪnjuet,(動) 暗示；含沙射影；巧妙地引入,"The politician insinuated that his opponent had committed fraud, which caused public outrage.",那位政治人物暗示他的對手犯了欺詐罪，這引起了公眾憤怒。,B1,adj_clause,12,noun,Claude AI,,
7085,insist,2,ɪn'sɪst,(動) 堅持；主張；堅決要求,"If the coach insists on early morning practice, athletes must adjust their sleep schedules.",如果教練堅持早晨練習，運動員必須調整他們的睡眠時間。,B1,conditional_1,13,noun,Claude AI,,
7086,insistence,6,ɪn'sɪstəns,(名) 堅持；執意；強調,The teacher's insistence on homework completion helped students improve their grades.,老師堅持要求學生完成作業，幫助了他們提高成績。,B1,simple,12,noun,Claude AI,,
7087,insistent,,ɪn'sɪstənt,(形) 堅持的；執著的；持續的,The teacher was insistent to help struggling students improve their exam scores.,老師堅持要幫助成績落後的學生提高考試成績。,B1,infinitive_purpose,12,noun,Claude AI,,
7088,insolent,,ɪn'solɚnt,(形) 無禮的；傲慢的　(名) 無禮的人；傲慢者,The student's insolent remark about the teacher's appearance caused serious trouble.,那位學生關於老師外貌的無禮評論引起了嚴重的麻煩。,B1,compound,12,noun (the student's remark),Claude AI,,
7089,insomnia,,ɪn'sɑmnɪə,(名) 失眠；失眠症,"Because insomnia affected her sleep quality, Sarah studied harder during daytime hours.",因為失眠影響了她的睡眠品質，莎拉在白天時間更加認真讀書。,B1,adv_clause,11,noun (name),Claude AI,,
7090,inspect,3,ɪn'spɛkt,(動) 檢查；視察；檢視,"Having inspected the laboratory equipment carefully, the science teacher approved the experiment.",仔細檢查了實驗室設備後，科學老師批准了這項實驗。,B1,participial_perf,12,noun_noun_phrase,Claude AI,,
7091,inspection,4,ɪn'spɛkʃən,(名) 檢查；檢驗；視察,"The building inspection, which revealed serious structural problems, forced the school to close temporarily.",那棟建築物的檢驗顯示出嚴重的結構問題，迫使學校暫時關閉。,B1,adj_clause,13,noun,Claude AI,,
7092,inspector,3,'ɪnspɛktɚ,(名) 檢查官；視察員；警探,The school inspector visited our classroom to check teaching quality and student progress.,學校視察員來到我們的教室檢查教學品質和學生進度。,B1,compound,13,noun,Claude AI,,
7093,inspiration,4,ˌɪnspɪ'reʃən,(名) 靈感；啟發；鼓舞,"If artistic inspiration struck more often, many young writers would complete their novels faster.",如果藝術靈感更經常降臨，許多年輕作家會更快完成他們的小說。,B1,conditional_2,13,noun (artistic inspiration),Claude AI,,
7094,inspirational,,ɪn'spɪrəʃənl,(形) 鼓舞人心的；激勵的；令人受到啟發的,The athlete's comeback story proved inspirational to millions of young people.,那位運動員的復出故事對數百萬年輕人證明是鼓舞人心的。,B1,simple,12,noun,Claude AI,,
7095,inspire,4,ɪn'spaɪɚ,(動) 激勵；鼓舞,"Inspired by her mentor's success, the student worked harder to achieve her goals.",受到導師成功的啟發，這位學生更加努力以達成她的目標。,B1,participial,12,noun (the student),Claude AI,,
7096,inspiring,,ɪn'spaɪrɪŋ,(形) 鼓舞人心的；激勵人的　(動) 啟發；激勵,"Because the teacher's inspiring words motivated the students, many of them worked harder on their studies.",因為老師鼓舞人心的話語激勵了學生們，他們許多人在功課上更加努力。,B1,adv_clause,13,noun,Claude AI,,
7097,instability,,ɪn'stəbɪləti,(名) 不穩定；不安定；搖晃,Never has political instability affected student life more severely than during election season.,政治不穩定在選舉季節對學生生活的影響從未如此嚴重。,B2,inversion,13,abstract_noun,Claude AI,,
7098,install,4,ɪn'stɔl,(動) 安裝；設置；就任,The software that the technician installed on the school computer works perfectly.,技術人員安裝在學校電腦上的軟體運作完美。,A2,adj_clause,12,noun,Claude AI,,
7099,installation,5,ˌɪnstə'leʃən,(名) 安裝；裝置；設施,The company hired workers to install solar panels on the roof.,這家公司雇用工人在屋頂上安裝太陽能板。,B1,infinitive_purpose,13,noun (company),Claude AI,,
7100,installment,,'ɪnstɔlmənt,(名) 分期付款；部分款項；連載篇章,Buying a car through monthly installments makes it affordable for many families.,通過每月分期付款購買汽車使許多家庭能夠負擔得起。,B1,compound,11,noun,Claude AI,,
7101,instance,2,'ɪnstəns,(名) 例子；實例；情況,"For instance, studying English every day helps improve your test scores.",例如，每天讀英文有助於提高你的考試成績。,A2,simple,12,noun,Claude AI,,
7102,instant,2,'ɪnstənt,(名) 瞬間；一瞬　(形) 立即的；即時的　(副) 立刻；馬上,The student submitted the homework the instant the teacher opened the online platform.,學生在老師一打開線上平臺，就立刻提交了功課。,A2,adv_clause,12,noun (student),Claude AI,,
7103,instantaneous,,ɪn'stænəniəs,(形) 瞬間的；即時的；立刻的,"Occurring instantaneously, the chemical reaction produced bright light and intense heat.",化學反應瞬間發生，產生了耀眼的光和強烈的熱。,B1,participial,11,noun (chemical reaction),Claude AI,,
7104,instantly,2,'ɪnstəntlɪ,(副) 立刻；馬上；瞬間地,The message that arrived instantly made the student feel relieved about the exam result.,立刻到達的訊息讓學生對考試結果感到放心。,A2,adj_clause,12,noun (message),Claude AI,,
7105,instead of,,,(片) 代替；而不是　(片) 不是…而是,"If students studied grammar instead of memorizing vocabulary lists, exam scores would improve significantly.",如果學生研習文法而不是死記單字清單，考試成績會顯著進步。,A2,conditional_1,13,noun_gerund,Claude AI,,
7106,instead,2,ɪn'stɛd,(副) 代替；反而　(介) 而不是,"Instead of playing video games, students should spend time studying for the CSAT.",學生應該花時間準備學測，而不是玩電子遊戲。,A2,simple,13,noun,Claude AI,,
7107,instinct,4,'ɪnstɪŋkt,(名) 本能；直覺　(動) 憑直覺驅使,Animals rely on instinct to survive and find food in the wild.,動物依靠本能在野外生存和尋找食物。,B1,infinitive_purpose,10,noun,Claude AI,,
7108,instinctive,6,ɪn'stɪŋktɪv,(形) 本能的；直覺的；自然反應的,"When danger approaches, running away is an instinctive reaction for most animals.",當危險來臨時，逃跑對大多數動物來說是一種本能反應。,B1,compound,12,"noun (danger, running away, reaction, animals)",Claude AI,,
7109,instinctively,6,ɪn'stɪŋktɪvlɪ,(副) 本能地；直覺地；不假思索地,"Instinctively reaching for the phone, the student checked the exam result immediately after logging in.",那名學生本能地伸手拿起手機，登入後立刻查看考試成績。,B1,adv_clause,12,noun (the student),Claude AI,,
7110,institute,5,'ɪnstəˌtut,(名) 機構；研究所　(動) 建立；設立,"Having instituted new policies, the research institute quickly improved its academic reputation.",建立了新政策後，該研究所迅速提升了學術聲譽。,B1,participial_perf,12,noun,Claude AI,,
7111,institution,5,ɪn'stɪtʃuʃən,(名) 機構；制度；慈善機關,The university is a prestigious institution that has educated generations of leaders.,這所大學是一個培育出許多領袖的著名機構。,B1,adj_clause,12,noun,Claude AI,,
7112,institutional,,ɪn'stɪtjuʃənəl,(形) 制度的；機構的；體制上的,The university's institutional policies require all students to complete community service hours.,這所大學的制度政策要求所有學生完成社區服務時數。,B1,compound,12,noun,Claude AI,,
7113,instruct,4,ɪn'strʌkt,(動) 指導；教導；命令,"If the teacher instructed students more clearly, they would understand the math concept better.",如果老師教導學生更清楚，他們會更好地理解數學概念。,B1,conditional_2,13,noun (the teacher),Claude AI,,
7114,instruction,2,ɪn'strʌkʃən,(名) 指示；說明；教學,The teacher gave clear instructions on how to complete the science project.,老師給了關於如何完成科學專題的清楚說明。,A2,simple,12,noun,Claude AI,,
7115,instructive,,ɪn'strʌktɪv,(形) 有教育意義的；啟發性的　富有指導意義的；有益的,"Taking notes while listening to lectures, students gain instructive knowledge helping their exam preparation.",學生在聽講座時做筆記，獲得有教育意義的知識，幫助準備考試。,B1,participial,13,gerund (Taking notes),Claude AI,,
7116,instructor,4,ɪn'strʌktɚ,(名) 教練；講師；指導者,"As the swimming instructor demonstrated the technique, students watched carefully before entering the pool.",當游泳教練示範技巧時，學生在進入泳池前仔細觀看。,A2,adv_clause,13,noun,Claude AI,,
7117,instrument,2,'ɪnstrəmənt,(名) 樂器；工具；儀器,Only after mastering the piano does this musician truly appreciate the instrument's beauty.,只有在精通鋼琴之後，這位音樂家才真正欣賞到這件樂器的美。,B1,inversion,12,noun,Claude AI,,
7118,instrumental,,ɪn'strʊməntəl,(形) 有幫助的；起重要作用的；器樂的,"The new technology, which proved instrumental in solving the problem, was developed by local engineers.",新技術在解決問題上起了關鍵作用，它是由當地工程師開發的。,B1,adj_clause,13,noun_phrase,Claude AI,,
7119,instrumentation,,ˌɪnstrəmɛn'teʃən,(名) 儀器；工具；樂器的應用或組合,Engineers used advanced instrumentation to measure the bridge's structural stability.,工程師使用先進的儀器來測量橋樑的結構穩定性。,B1,infinitive_purpose,10,noun,Claude AI,,
7120,insubordinate,,ɪn'sʌbɚdənət,(形) 不服從的；違抗的　(名) 違抗者；不服從的人,The insubordinate employee refused to follow the manager's instructions and faced immediate dismissal.,那位違抗上司的員工拒絕遵守經理的指示，因此面臨立即解僱。,B2,compound,13,noun (employee),Claude AI,,
7121,insufficient,,ɪn'sʌfɪʃənt,(形) 不足的；不夠的；不充分的,Insufficient sleep before the exam hurt his test performance.,考試前睡眠不足傷害了他的考試表現。,B1,simple,9,noun,Claude AI,,
7122,insulate,,ɪn'sʌlet,(動) 隔離；使孤立；絕緣,"Since the house was insulated with thick walls, the family stayed warm throughout the cold winter.",因為房子用厚牆隔熱，所以家人整個寒冬都保持溫暖。,B1,adv_clause,13,noun (house),Claude AI,,
7123,insulin,,'ɪnsəlɪn,(名) 胰島素；由胰臟分泌調節血糖的激素,"Lacking sufficient insulin production, diabetic patients must inject this hormone daily.",由於缺乏足夠的胰島素分泌，糖尿病患者必須每天注射這種激素。,B1,participial,12,noun (diabetic patients),Claude AI,,
7124,insult,4,,(動) [In`s^lt] 侮辱；辱罵　(名) [`Ins^lt] 侮辱；無禮,The rude comment that he made was an insult to everyone in the classroom.,他說的那句粗魯的評論是對全班同學的侮辱。,B1,adj_clause,12,noun,Claude AI,,
7125,insurance,4,ɪn'ʃʊrəns,(名) 保險；保險單；保障,"If students buy travel insurance before the trip, unexpected medical costs will be covered.",如果學生在旅行前購買旅遊保險，突發醫療費用就會獲得賠償。,B1,conditional_1,13,noun,Claude AI,,
